study_hours,play_hours,sleep_hours,tv_hours,pass
7.8,1.78,7.13,4.02,1
6.64,0.0,5.29,1.08,1
3.04,0.76,7.43,3.43,0
5.22,0.0,4.45,3.88,1
1.91,2.44,4.78,0.9,1
5.64,3.73,7.98,0.67,0
5.4,4.16,6.34,1.59,1
0.76,3.12,5.81,0.37,0
2.18,1.05,8.53,2.18,0
3.93,0.0,7.39,1.69,1
3.9,0.0,8.05,2.54,1
2.08,0.6,6.8,4.1,0
5.28,1.17,10.0,3.23,1
5.0,2.26,6.27,2.73,1
4.11,0.98,9.09,0.0,0
2.99,3.01,6.93,2.67,1
6.6,2.15,5.01,4.58,1
7.81,2.52,7.58,0.0,1
3.53,4.21,7.38,3.03,0
3.28,0.73,5.74,1.76,0
5.48,3.13,5.89,0.73,1
3.78,2.48,6.97,3.2,0
4.22,2.0,7.42,4.56,1
5.98,3.83,4.04,3.16,1
0.68,3.82,8.26,1.44,0
7.14,1.08,6.41,0.58,1
4.65,2.23,5.4,2.22,1
3.68,2.92,8.13,3.31,0
4.32,2.09,6.97,1.42,1
4.42,3.38,8.46,1.56,1
1.04,2.92,7.53,6.23,0
7.49,5.25,7.0,3.62,1
4.58,0.2,6.82,3.73,1
5.39,2.32,7.58,0.0,1
6.4,1.14,6.5,0.94,1
2.46,3.41,5.98,2.11,0
5.45,0.07,7.73,0.5,0
3.96,3.02,6.83,4.4,1
6.19,1.55,7.04,4.12,1
0.25,1.4,8.31,1.2,0
4.3,0.33,6.86,4.68,1
3.29,1.8,7.02,1.99,1
5.36,4.13,6.28,5.88,1
5.44,2.46,7.52,2.22,1
3.08,3.44,7.42,2.86,0
3.08,5.0,8.08,4.1,0
4.28,2.9,6.31,3.92,0
2.71,1.66,6.45,2.77,1
6.18,3.2,7.95,1.79,1
3.76,1.68,7.3,2.77,1
0.0,1.74,5.91,0.78,0
3.75,0.22,8.57,2.23,1
2.42,3.89,4.96,0.34,0
1.24,1.92,7.94,0.0,1
2.03,2.77,5.48,2.08,0
4.72,0.95,9.26,3.89,1
7.16,3.15,5.15,3.39,0
5.13,1.36,8.38,1.88,1
3.29,2.29,6.9,4.62,1
5.41,3.82,6.56,1.15,1
3.58,3.69,7.22,0.0,1
3.11,2.47,7.76,0.0,0
2.19,0.0,5.91,0.23,1
1.0,6.99,6.02,3.22,0
3.72,5.12,7.78,1.05,1
4.82,3.58,4.95,2.69,1
4.31,1.37,6.3,4.47,0
3.67,2.33,10.0,0.35,1
2.61,1.68,5.84,2.72,1
5.72,4.4,8.38,2.81,1
1.87,2.89,6.3,0.71,0
6.05,1.32,7.61,4.03,1
2.5,1.79,7.79,1.57,0
3.0,4.18,8.35,1.42,0
1.57,4.9,6.76,5.17,0
3.5,4.79,9.39,2.78,0
6.45,3.64,6.29,3.39,1
5.53,2.12,7.28,4.03,1
6.46,0.0,7.29,1.02,1
5.54,2.95,5.65,3.87,1
2.29,2.5,6.66,1.25,0
3.84,2.71,7.19,1.18,1
2.94,2.58,6.48,1.59,0
7.16,0.51,9.93,1.07,1
2.11,3.34,5.99,3.23,1
6.29,3.45,8.42,2.4,1
6.29,3.52,8.03,1.26,1
8.16,3.92,6.98,3.01,1
3.68,3.41,5.96,1.59,0
5.92,1.88,6.08,1.51,0
9.06,2.39,6.38,2.07,1
3.26,2.64,4.86,2.7,0
1.43,2.66,5.8,2.58,0
0.74,4.0,5.22,1.46,0
5.93,3.47,8.62,3.27,1
0.73,5.62,7.74,1.67,0
3.76,5.81,7.94,1.02,0
5.37,2.62,7.71,0.0,1
4.87,0.0,7.2,3.47,1
5.35,4.36,8.75,2.02,0
4.94,1.69,6.27,2.32,1
7.06,1.3,7.13,3.57,1
2.6,1.9,7.9,1.28,0
3.15,1.83,5.41,0.0,1
2.95,3.42,10.0,2.1,1
6.16,0.16,7.03,2.46,1
6.3,0.88,7.17,1.61,1
5.4,3.01,8.51,4.21,0
6.87,3.43,8.1,0.0,1
2.14,3.46,7.05,3.68,0
7.83,1.32,7.16,3.19,1
7.55,1.03,5.2,2.69,1
5.97,1.74,6.33,0.0,1
8.06,2.86,7.62,3.93,1
1.19,4.73,7.53,0.46,0
3.45,0.0,8.47,1.24,1
3.03,2.17,6.86,1.74,1
5.94,0.5,5.34,2.61,0
2.4,0.02,8.27,2.96,1
6.01,3.95,8.72,3.34,1
7.24,3.32,8.08,3.22,1
5.89,3.17,6.8,2.38,1
5.07,3.88,8.25,2.62,0
2.52,1.78,10.0,0.36,0
2.81,1.85,7.14,0.87,0
7.0,5.78,5.43,3.34,1
6.06,2.13,6.3,3.26,1
4.42,3.6,7.75,3.09,1
3.66,2.51,5.07,1.23,0
0.45,0.0,7.2,3.37,0
2.36,0.0,7.46,0.26,1
8.32,1.63,8.84,3.62,1
1.94,4.08,8.57,1.61,0
4.88,3.68,8.04,4.53,1
6.51,3.87,4.4,0.0,1
1.99,1.02,8.11,4.65,0
4.87,4.92,7.85,1.46,1
6.38,1.05,7.31,1.43,1
4.52,2.82,4.92,2.29,1
10.0,2.48,6.07,0.95,1
1.16,2.24,5.6,1.89,1
6.62,4.51,4.58,0.89,0
4.15,1.44,7.0,0.95,1
6.04,0.48,6.04,2.73,1
5.38,2.53,10.0,0.65,1
3.03,1.9,6.8,0.85,1
4.96,7.57,8.55,0.0,0
0.78,3.51,5.12,1.24,0
5.71,1.89,6.36,3.97,0
5.1,0.92,7.12,0.73,1
5.78,0.0,5.91,0.9,1
6.62,0.96,6.49,2.29,1
5.24,2.67,6.74,1.44,0
4.8,4.64,6.72,5.34,1
2.74,4.18,9.23,1.76,0
3.08,2.84,7.45,2.5,1
6.87,2.02,7.58,3.42,1
7.37,2.9,7.65,3.39,1
4.02,1.72,7.74,2.35,1
4.59,5.08,6.9,1.76,0
2.69,2.22,6.62,5.04,0
6.85,2.37,7.2,1.85,1
5.83,0.0,8.39,1.34,1
8.38,2.21,8.35,1.03,1
2.74,3.75,6.71,0.0,0
3.74,0.9,7.92,3.23,0
4.96,1.37,6.77,0.0,1
5.79,3.69,7.04,1.99,1
4.07,0.29,6.43,1.69,0
2.75,4.09,6.78,5.36,0
6.26,1.7,8.61,0.0,1
5.94,1.92,7.11,0.65,1
2.67,0.81,7.16,1.8,0
7.21,3.07,5.26,1.7,1
6.84,6.19,6.63,1.18,1
4.77,3.67,6.71,1.88,1
4.66,1.2,6.01,0.11,1
5.61,4.2,7.03,2.54,0
2.78,2.02,6.48,0.0,0
4.56,4.56,7.1,1.96,0
0.2,3.71,7.15,1.1,0
6.25,0.0,5.85,3.52,1
1.38,0.99,6.52,4.63,1
7.51,3.92,7.09,1.5,1
3.84,2.73,8.42,4.09,0
4.08,0.96,7.31,1.53,1
3.24,1.55,6.21,0.55,0
3.92,0.0,7.48,4.62,0
7.34,2.37,9.05,2.78,1
0.0,5.82,8.1,2.01,0
7.05,3.71,7.66,3.03,1
5.18,5.79,7.87,2.41,0
2.09,3.82,8.73,1.9,1
2.35,4.04,8.29,0.01,0
7.85,5.46,7.68,1.59,1
2.61,3.07,8.28,2.93,1
2.19,2.22,5.7,1.82,0
6.77,4.05,5.2,3.35,1
5.18,4.68,7.19,2.58,0
2.62,1.78,7.08,0.68,1
4.93,1.42,6.35,0.02,1
2.45,2.71,7.99,1.76,1
6.7,3.75,4.76,1.21,0
6.62,3.7,6.36,2.5,1
5.56,0.36,6.42,0.92,1
5.22,5.37,5.04,1.08,1
8.02,1.54,8.79,3.58,1
4.5,2.1,5.37,2.22,0
2.14,1.15,6.29,0.95,0
5.4,6.55,8.09,2.03,1
8.67,2.86,7.78,4.07,1
2.47,1.22,5.67,2.44,0
3.78,3.8,7.82,2.89,1
5.33,3.65,7.35,0.87,1
4.39,2.22,9.8,3.54,1
2.54,3.76,7.48,5.48,0
6.74,1.26,6.83,0.81,1
9.14,1.76,5.97,0.23,1
4.89,0.0,6.11,2.26,1
2.69,0.51,6.01,3.31,1
1.4,5.21,8.65,1.86,0
5.02,4.96,7.02,0.42,0
6.71,2.6,7.68,1.84,0
5.45,4.99,8.82,2.9,0
4.5,2.26,4.17,1.39,1
3.32,2.13,8.53,2.91,1
2.32,2.58,7.07,3.75,0
6.17,2.31,7.52,2.36,1
6.33,2.18,6.01,1.96,1
1.41,4.22,6.09,3.24,0
7.68,2.73,7.59,0.72,1
5.65,3.57,9.86,0.57,1
7.3,4.05,8.2,1.6,1
1.82,3.08,8.52,1.26,0
1.77,1.04,6.77,0.79,0
4.2,0.47,6.28,4.75,1
5.51,2.72,6.06,5.26,0
8.09,2.24,6.41,1.47,1
5.91,2.63,4.54,2.14,1
4.01,2.48,6.13,1.72,1
2.45,6.38,6.33,3.66,0
6.96,0.5,6.79,3.96,0
2.57,0.0,7.16,0.0,1
7.76,3.0,7.43,2.71,1
3.93,1.94,6.98,0.04,1
7.68,2.97,6.3,4.64,1
5.86,3.38,4.64,2.66,1
4.23,4.43,6.31,0.76,0
3.46,0.24,5.83,1.64,1
3.82,1.66,7.56,1.57,1
5.36,3.14,8.09,2.79,1
4.65,3.66,8.13,3.56,1
3.31,5.79,7.91,0.28,1
4.17,3.93,6.84,4.76,0
4.66,2.41,6.37,4.41,0
0.24,1.16,6.1,0.69,1
5.42,1.65,5.19,2.11,1
2.54,1.61,8.19,4.57,1
2.19,3.48,6.79,3.85,0
1.13,2.89,5.5,1.49,0
0.91,0.51,6.01,3.22,0
1.79,1.85,5.96,6.5,0
3.08,3.82,7.05,2.16,1
8.41,3.03,8.28,1.05,1
3.45,3.35,6.58,2.26,1
4.86,3.07,4.3,2.37,0
5.3,4.94,6.77,1.21,1
4.76,2.85,6.81,2.66,0
4.35,1.92,6.73,0.12,1
2.11,1.13,6.25,1.0,1
7.4,2.87,7.26,3.14,1
8.11,0.0,7.08,0.0,1
1.13,2.22,6.97,3.35,0
2.45,2.19,7.5,0.0,1
3.94,0.45,6.48,0.0,1
2.57,1.11,6.42,1.25,1
5.51,3.71,8.66,2.43,0
3.04,2.85,7.67,3.99,0
8.83,2.65,7.99,2.09,1
6.88,2.96,8.47,1.63,1
4.93,2.64,7.63,2.87,1
6.55,4.36,8.11,0.69,1
6.71,2.69,5.1,2.21,1
3.37,0.31,7.24,0.2,1
2.87,4.95,6.78,2.12,0
4.66,3.06,9.01,1.81,1
6.22,1.62,8.11,0.79,1
4.78,0.62,6.24,2.25,0
1.35,3.09,7.45,2.24,0
2.89,2.32,7.2,3.76,1
4.35,4.86,7.55,0.0,1
4.35,1.98,5.78,1.89,1
8.45,1.24,7.43,0.86,1
1.73,3.84,6.73,3.3,1
5.51,3.89,7.34,3.13,0
7.48,2.75,6.13,2.76,1
9.04,3.51,6.3,0.94,1
3.69,2.44,8.41,3.33,1
5.48,2.85,5.74,0.0,1
5.64,4.25,5.83,0.0,0
4.89,3.44,6.94,0.09,1
4.3,2.25,6.07,1.95,1
5.37,4.53,5.94,3.01,0
0.0,0.0,7.13,0.0,0
5.86,5.58,5.19,3.98,0
4.75,0.0,5.79,2.2,0
4.06,1.56,9.46,0.0,1
8.59,2.44,7.55,2.15,1
3.15,2.28,6.1,3.64,0
3.69,4.01,7.5,2.9,1
8.48,0.91,7.68,3.65,1
2.84,2.89,8.19,0.0,0
3.4,1.63,6.85,1.38,1
4.21,2.94,8.17,0.61,0
6.18,2.4,4.55,4.58,1
4.92,2.64,5.73,2.96,0
1.91,1.68,7.2,6.27,0
3.44,1.73,7.4,1.3,0
3.29,2.93,5.91,0.91,0
4.35,3.92,7.31,1.79,1
5.35,1.6,6.25,4.07,1
5.34,1.2,6.67,1.45,0
0.95,3.42,8.23,2.19,1
6.63,2.45,8.09,2.15,1
5.01,3.75,5.8,2.06,1
7.27,1.14,5.73,1.02,1
5.39,0.0,6.51,1.79,1
6.7,1.7,6.97,1.73,1
5.43,1.35,6.21,1.99,0
7.19,2.38,8.25,3.42,1
5.54,1.54,7.42,4.64,1
4.3,3.61,7.49,0.74,0
9.04,2.07,5.48,1.41,0
6.28,2.73,8.4,0.76,0
5.65,2.74,3.62,2.28,0
1.95,2.79,8.0,1.19,1
1.92,2.46,8.12,2.36,1
5.09,3.27,6.48,3.66,0
4.79,1.31,8.53,0.0,1
3.27,4.6,6.92,2.74,0
4.78,2.15,7.07,1.31,1
7.68,0.53,7.41,2.69,1
5.89,2.78,10.0,0.66,1
2.22,1.22,8.61,3.79,0
4.28,3.5,7.84,3.37,1
2.89,5.81,5.9,2.85,0
3.72,1.32,7.17,3.19,1
3.67,3.0,6.02,0.88,0
3.54,0.0,7.99,1.07,1
1.99,3.18,7.17,3.13,0
4.24,1.17,5.65,0.85,1
3.38,1.56,7.1,4.17,0
0.0,0.85,5.98,1.51,1
8.61,3.6,7.18,2.75,1
6.68,4.01,5.97,5.15,0
3.75,2.54,7.03,0.94,1
4.54,1.2,7.9,2.1,1
2.16,4.88,6.94,3.58,0
7.89,1.37,6.53,3.43,1
8.29,0.0,7.24,1.51,1
4.81,3.19,7.84,1.22,1
6.55,0.84,5.67,1.65,1
4.85,3.98,7.31,4.17,0
1.83,1.93,8.58,1.58,1
3.68,3.41,7.69,2.12,1
4.76,4.6,7.07,1.36,0
3.59,0.69,7.77,3.06,1
4.06,1.65,7.54,2.23,0
4.32,2.39,7.9,0.49,1
4.34,4.81,4.57,0.55,0
4.6,1.51,5.14,0.0,0
2.38,1.61,8.21,0.75,1
3.07,3.22,5.19,3.19,1
1.93,1.63,7.48,3.99,0
6.46,2.73,6.58,3.03,1
0.29,0.17,5.8,2.83,0
6.81,5.82,7.42,1.81,1
7.27,0.48,7.24,3.16,1
3.9,2.02,9.53,2.43,1
0.0,2.45,6.25,4.71,0
3.78,5.37,8.73,1.85,0
4.37,0.51,7.42,4.01,1
2.48,5.48,6.21,3.31,0
3.47,3.64,7.96,3.1,1
7.56,3.13,7.68,0.0,1
5.83,1.02,7.04,3.39,1
2.65,3.36,7.32,1.81,1
1.3,1.41,6.28,1.33,0
3.85,4.4,6.01,0.0,1
4.07,1.04,7.91,1.99,0
5.49,2.33,6.73,2.05,1
3.43,1.67,6.9,0.05,0
5.52,1.02,7.34,0.0,1
8.37,3.61,7.32,2.73,0
6.13,3.3,5.28,3.31,0
4.4,4.31,8.54,2.29,1
4.13,0.0,7.15,3.73,1
3.79,4.1,6.76,1.87,1
6.86,6.26,7.52,1.92,1
3.25,1.82,7.28,0.62,1
4.59,5.34,7.92,0.0,1
4.6,2.11,7.65,4.78,0
3.5,0.44,7.86,3.7,1
1.76,2.04,8.62,0.0,1
5.15,4.07,8.06,2.23,1
4.38,1.24,6.81,1.85,1
5.5,1.6,5.65,1.59,0
3.43,3.39,9.0,1.39,0
6.94,2.5,6.71,2.57,1
2.75,3.38,6.43,3.23,1
7.92,2.86,4.92,2.6,0
1.0,3.22,7.41,1.82,0
5.37,1.85,7.18,1.76,0
5.45,2.85,5.18,3.41,1
2.91,1.11,7.54,2.7,1
5.35,4.43,6.4,2.11,0
7.06,1.55,10.0,1.95,1
0.07,4.19,6.32,2.52,0
5.51,2.15,6.48,1.3,1
0.0,2.8,5.95,3.23,0
2.57,1.76,8.53,0.39,1
7.76,0.98,6.55,1.38,1
3.34,0.0,6.13,2.92,1
2.15,0.92,7.85,0.3,0
4.1,2.01,5.34,0.0,1
8.64,2.82,7.75,2.09,1
0.84,4.02,9.14,0.0,0
2.4,1.83,7.68,0.05,1
7.49,1.18,7.77,3.13,1
8.22,0.34,8.04,1.69,1
4.29,3.22,9.05,3.93,0
2.02,4.57,8.45,0.19,0
8.69,4.4,7.53,1.86,1
7.69,3.56,8.08,2.6,1
5.86,3.46,5.94,0.24,1
2.88,5.05,7.93,3.55,1
4.4,3.0,5.79,2.77,1
4.18,3.47,6.56,0.0,0
5.16,2.02,3.3,1.94,1
7.4,0.46,7.48,2.58,1
6.26,1.47,6.23,1.11,1
2.35,2.49,8.33,0.0,1
7.25,2.59,7.47,2.42,1
5.13,5.39,8.35,5.32,0
5.87,2.62,5.7,1.42,1
7.43,4.27,8.25,4.35,1
2.28,1.85,9.53,0.87,1
4.43,2.03,7.92,2.32,0
3.44,0.51,7.95,3.16,0
1.36,1.39,7.2,1.99,0
5.19,3.29,6.37,1.55,1
9.52,2.51,7.91,3.09,1
0.82,3.91,5.19,4.84,0
4.44,2.77,6.5,2.45,1
5.78,1.97,4.87,1.23,1
4.75,5.72,6.16,1.72,1
4.27,2.36,7.77,5.78,0
1.9,4.24,7.61,2.2,1
4.97,1.9,7.06,1.11,1
2.99,3.56,7.2,0.28,0
0.12,3.89,4.74,0.0,0
6.89,2.81,6.55,2.55,1
6.42,0.0,6.18,2.98,1
4.6,2.53,6.21,1.4,1
4.96,4.35,7.72,1.98,1
6.65,3.29,5.97,0.24,1
4.95,3.17,6.27,2.2,0
6.31,0.0,4.5,2.72,1
3.91,1.42,6.65,1.2,1
7.12,3.12,5.69,4.54,1
5.14,3.12,7.1,0.74,1
4.89,4.32,5.86,2.43,1
1.96,2.28,7.13,3.27,1
5.07,3.11,6.83,1.88,0
2.84,2.52,9.01,1.72,0
3.22,1.02,7.6,0.0,1
2.87,0.0,4.79,4.04,0
2.37,3.15,5.48,1.75,0
8.75,2.76,7.07,2.81,1
7.16,1.57,5.88,3.01,1
8.34,0.07,3.44,1.06,1
2.05,3.44,8.62,1.7,1
4.64,2.1,7.86,4.0,1
1.91,3.34,7.63,0.32,1
3.11,5.3,6.27,5.19,0
2.66,0.0,7.51,0.88,0
6.98,1.45,6.15,0.23,1
3.71,2.19,7.25,2.2,0
6.64,4.68,5.9,5.31,1
5.71,0.05,8.82,0.0,1
9.11,5.4,5.12,1.79,1
1.54,2.7,8.48,2.71,0
7.02,2.36,7.05,2.05,1
6.79,2.2,6.41,2.57,0
2.55,1.85,7.2,0.92,1
6.51,4.07,7.88,1.1,1
5.17,0.9,8.64,1.78,1
4.05,3.02,7.38,0.31,0
2.85,1.92,5.93,1.93,1
3.06,1.36,7.07,1.42,1
8.6,6.38,9.18,1.29,1
4.5,3.13,8.62,2.48,1
6.06,3.42,8.09,0.0,1
2.92,4.21,7.95,1.66,0
2.94,0.37,7.84,5.48,0
6.66,5.13,8.39,0.37,1
1.8,0.0,6.45,3.93,1
3.67,1.35,5.37,2.08,1
4.57,1.81,7.08,1.1,0
4.72,3.37,6.02,0.02,0
4.14,2.83,5.73,2.21,0
5.29,2.25,6.14,4.18,1
5.89,2.48,9.98,1.42,1
5.97,1.03,7.16,1.88,1
2.53,0.25,7.43,3.52,0
3.93,3.59,5.53,2.51,0
6.89,3.54,4.79,0.0,1
6.29,4.88,6.02,2.15,1
1.75,1.31,8.73,4.27,0
5.2,3.54,7.4,1.94,1
0.54,2.07,7.72,0.0,1
4.59,4.29,7.89,2.58,0
8.3,4.03,6.29,1.7,1
2.6,2.82,8.67,0.0,0
2.83,1.99,6.24,0.0,1
6.03,3.94,8.69,3.46,1
1.41,3.47,7.53,0.9,0
3.23,1.47,4.85,0.64,1
5.69,0.51,6.1,1.95,1
3.23,2.07,4.86,1.03,0
4.03,4.77,8.4,2.15,1
5.99,4.22,6.97,1.7,1
5.34,0.83,4.33,0.2,1
5.03,0.75,7.45,1.23,1
3.82,4.41,6.36,2.66,0
5.24,0.8,5.22,2.06,0
4.25,3.26,9.01,1.88,1
5.42,1.58,7.13,4.91,1
3.51,4.93,6.65,3.1,0
4.13,1.34,6.52,3.28,1
2.52,4.22,5.18,1.75,0
4.43,2.78,5.43,2.33,0
2.88,2.88,8.54,1.35,1
2.27,0.0,6.43,3.17,1
5.02,0.0,7.03,1.83,1
4.93,2.17,4.55,2.33,1
6.07,2.87,5.42,2.24,1
3.64,0.81,7.73,1.97,0
5.32,0.87,7.45,6.41,0
5.6,3.34,9.1,1.0,1
5.39,3.34,8.61,0.99,0
2.85,2.29,6.72,3.04,0
4.8,3.67,7.57,1.11,1
5.23,0.74,6.62,1.56,1
4.51,1.97,9.47,0.37,1
0.33,4.97,8.38,2.74,0
4.82,2.6,7.2,2.76,1
8.93,2.69,7.24,1.53,1
3.78,5.96,8.73,3.07,0
3.04,0.4,7.7,0.0,1
5.25,3.69,8.87,0.94,1
5.12,5.0,4.37,1.75,1
6.89,2.01,7.55,0.24,1
1.98,3.79,6.38,0.0,0
5.96,1.03,9.11,1.54,1
5.68,1.47,8.86,3.04,1
4.22,3.08,7.04,3.92,1
5.18,3.7,8.84,1.18,0
6.56,4.18,9.14,3.1,1
6.24,4.85,7.09,2.95,1
2.21,2.4,9.97,3.83,1
6.14,4.29,6.96,1.47,1
4.37,1.99,6.74,0.0,1
4.65,3.85,8.04,2.11,1
4.65,2.81,6.58,0.48,1
4.2,3.17,7.1,0.91,1
6.88,3.14,8.69,1.55,1
4.33,0.09,7.02,1.49,0
2.26,0.81,4.97,2.21,0
3.71,2.65,7.44,3.05,1
4.86,0.0,6.16,1.45,1
6.96,3.75,8.04,2.59,1
5.71,3.81,7.84,2.02,1
2.8,2.99,8.77,3.4,0
9.47,0.82,8.09,1.72,1
5.03,4.57,8.31,1.88,1
7.05,5.56,6.2,1.44,1
4.2,2.72,7.96,1.76,1
5.57,3.27,9.36,0.82,1
6.18,2.8,6.17,0.68,1
6.94,3.3,9.16,3.16,1
6.61,2.32,6.34,0.38,0
6.24,2.45,5.98,1.52,1
3.87,3.86,7.36,3.52,0
3.36,6.02,7.86,1.47,0
5.17,0.4,8.09,3.24,1
6.37,2.34,5.85,1.11,1
4.05,0.73,7.52,0.42,1
6.63,4.89,6.18,0.0,1
7.41,1.62,5.21,3.97,1
2.67,0.34,5.89,0.29,1
2.83,3.46,6.1,3.12,0
4.22,5.12,7.63,0.5,0
5.12,3.5,8.38,3.98,0
3.45,2.81,5.23,5.31,0
7.2,3.11,7.42,0.0,1
5.35,4.62,5.59,0.37,0
4.58,1.19,7.75,3.16,1
1.63,2.33,6.25,2.77,1
1.87,1.82,5.74,3.17,0
5.06,0.75,7.96,1.14,0
0.23,2.01,6.3,4.98,0
6.53,4.16,6.62,2.18,1
4.18,3.35,4.34,0.17,1
10.0,3.47,8.14,1.62,1
9.12,2.72,7.99,0.19,1
4.14,3.28,7.01,4.39,0
4.29,1.3,5.17,1.01,0
6.49,2.04,8.45,2.74,1
7.91,2.79,6.2,1.29,1
1.22,2.92,6.46,1.08,0
0.93,2.98,9.77,0.0,0
3.26,2.29,6.16,2.9,1
5.67,1.93,7.89,3.95,1
5.49,7.24,7.67,0.63,0
6.64,3.86,7.47,0.0,1
2.1,3.12,7.34,3.2,0
0.0,2.15,7.45,0.0,0
6.22,1.82,7.33,3.83,0
2.84,2.3,6.94,0.64,1
0.46,2.94,8.81,0.35,0
4.79,0.0,5.42,2.37,0
6.09,0.15,8.23,0.44,1
4.26,1.54,7.99,0.94,1
3.58,2.81,7.84,2.53,1
4.18,2.14,8.34,0.0,1
3.76,4.72,6.89,4.46,1
1.8,0.28,4.76,2.07,1
3.07,1.37,6.91,0.06,1
5.54,4.78,5.81,0.47,1
5.14,2.7,6.12,3.49,0
4.84,3.83,5.51,2.9,1
2.51,5.58,6.43,4.08,0
4.14,1.46,6.28,0.98,1
0.15,2.35,4.15,2.44,0
4.86,2.09,7.84,2.64,1
7.36,0.0,9.66,3.04,1
1.55,2.03,7.73,3.69,0
3.33,3.82,6.76,0.92,1
5.16,3.31,6.93,1.83,0
7.01,3.43,6.49,1.08,1
3.6,1.94,7.11,1.92,1
3.12,1.52,6.96,3.05,1
0.56,4.4,5.99,0.0,1
4.71,1.75,9.02,3.66,0
8.58,2.94,5.22,0.29,0
5.05,2.75,7.86,1.54,0
4.46,4.69,6.88,3.87,0
5.14,3.96,9.28,2.49,0
4.48,0.56,7.41,2.51,1
2.87,0.72,6.57,0.23,0
6.15,3.37,6.7,0.43,1
4.95,2.4,7.05,3.41,1
4.54,1.82,5.63,1.12,1
2.55,4.02,6.08,1.26,0
7.11,2.78,4.86,3.45,1
5.83,2.58,5.89,0.43,1
3.39,3.67,7.11,2.4,0
6.5,1.94,7.36,2.06,1
3.5,4.85,4.62,2.0,0
2.94,1.32,6.84,1.22,1
2.98,3.49,7.68,1.13,0
0.96,4.65,6.8,0.38,0
5.44,0.43,6.24,2.72,1
0.84,1.98,6.51,1.0,0
2.04,4.21,6.35,3.45,0
0.35,4.24,6.24,1.66,0
4.33,2.24,7.21,0.41,1
4.2,1.4,9.77,1.64,1
3.85,3.93,6.11,1.38,0
2.41,4.28,6.62,3.51,0
2.16,0.75,6.94,1.45,0
5.43,0.69,6.18,1.59,1
3.4,2.84,8.32,4.12,0
5.13,3.44,4.15,2.76,0
2.73,2.05,6.36,4.49,0
4.86,3.52,7.98,3.89,0
7.11,1.43,6.65,0.67,1
5.67,0.0,6.01,3.48,1
3.68,1.86,7.53,4.29,1
5.01,2.59,8.09,4.3,1
4.02,2.09,7.25,3.48,0
4.52,0.76,6.04,3.45,1
3.85,0.0,7.55,1.55,1
4.17,1.73,6.52,0.74,1
4.92,3.85,7.89,1.47,1
2.51,4.38,8.78,0.0,0
2.47,4.28,3.87,4.01,0
1.72,1.28,7.13,1.58,1
1.3,0.77,4.92,3.94,0
2.07,3.24,9.93,0.15,1
4.82,3.45,6.44,3.62,1
2.71,3.1,7.9,1.26,0
5.53,0.0,6.96,0.07,1
4.57,1.2,6.04,4.44,1
0.56,2.46,5.89,3.66,0
5.81,3.23,8.9,2.32,1
6.12,3.65,8.15,2.05,1
2.51,2.72,9.33,2.66,1
5.34,3.0,7.07,2.29,1
2.79,2.63,7.35,0.81,1
4.7,3.53,6.68,1.38,0
1.97,2.97,6.66,4.94,0
0.91,2.6,5.75,6.01,0
3.73,2.1,7.1,4.34,0
4.25,2.62,6.05,2.72,1
3.7,3.23,7.53,1.49,1
2.13,2.9,7.2,0.8,0
3.7,3.07,7.35,0.9,1
5.04,4.51,9.01,1.17,1
4.41,2.9,6.95,5.23,0
4.87,1.53,7.91,4.71,1
3.16,3.83,9.46,3.12,1
6.84,0.45,8.57,0.56,1
2.15,0.88,8.38,3.34,0
5.48,3.0,6.63,1.64,0
6.86,3.27,7.28,0.0,1
5.46,0.63,5.42,2.43,1
4.09,1.93,7.6,0.74,1
3.44,1.59,7.33,0.79,1
6.57,1.77,7.03,1.62,1
1.65,3.92,8.23,1.25,0
2.56,3.56,5.55,1.95,1
3.7,2.47,8.96,1.88,1
6.98,1.68,8.08,0.0,1
5.26,0.48,6.92,4.28,0
2.56,4.63,6.82,0.52,0
3.88,3.39,7.58,0.57,0
3.27,1.44,8.83,1.51,1
3.08,3.58,7.12,1.84,1
6.46,2.39,7.17,4.19,1
1.76,2.07,7.02,2.4,0
7.72,3.15,9.14,2.85,1
6.16,1.39,6.56,2.41,1
6.68,1.98,6.96,2.35,1
3.57,2.68,8.76,2.46,1
4.2,1.75,7.18,0.0,1
1.63,3.5,8.36,1.63,1
3.45,5.3,5.91,3.74,0
5.49,1.37,6.75,7.91,1
7.09,0.0,8.78,0.19,1
2.29,0.0,6.19,2.63,0
3.77,2.27,6.82,1.14,1
4.2,1.51,7.31,5.07,0
1.71,2.81,5.81,0.0,1
5.68,2.7,6.5,2.94,1
3.05,0.1,7.14,0.0,1
4.11,0.0,7.06,1.52,0
3.6,2.94,8.54,1.95,1
2.92,2.7,8.85,3.6,1
4.49,1.86,5.97,0.38,1
4.07,0.01,7.13,3.0,1
3.76,3.21,7.81,2.03,1
3.04,4.41,8.82,2.41,1
5.14,2.92,7.86,3.44,1
7.81,1.23,7.35,0.08,1
4.78,2.57,7.8,3.22,0
6.49,0.45,7.81,1.15,1
1.72,4.09,5.89,3.64,1
4.82,2.62,7.23,2.5,0
2.31,0.0,8.75,1.69,1
1.55,2.05,6.75,1.11,1
3.02,3.19,7.16,3.23,1
6.88,2.0,6.71,3.89,1
6.4,2.09,4.22,1.2,1
4.99,0.66,7.02,0.3,0
